,sample.id,EV1,EV2,EV3,EV4,,,,,Type,Cultivar,,Group,core,Phylos_type,Type_final
453,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Legend_a1_SRR4450116_1_THC_Dominant_sorted.bam,0.00160699,-0.0113101,-0.0317972,0.05293762,Legend_a1,_,SRR4450116_1,_,Type_I_,Legend_a1_SRR4450116_1_Type_I_,Legend_a1_SRR4450116_1_Type_I_,Group 3,,Skunk,Type I
203,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Cinex_c1_SRR4450117_1_THC_Dominant_sorted.bam,0.00072759,-0.0139293,-0.0313396,0.05077203,Cinex_c1,_,SRR4450117_1,_,Type_I_,Cinex_c1_SRR4450117_1_Type_I_,Cinex_c1_SRR4450117_1_Type_I_,Group 3,,Skunk,Type I
561,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Panda_Cookies_a1_SRR4450118_1_THC_Dominant_sorted.bam,-0.0498817,0.05417167,-0.0441553,0.03862952,Panda_Cookies_a1,_,SRR4450118_1,_,Type_I_,Panda_Cookies_a1_SRR4450118_1_Type_I_,Panda_Cookies_a1_SRR4450118_1_Type_I_,Group 3,,Berry,Type I
53,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/AJ_Sour_Diesel_a1_SRR4450119_1_THC_Dominant_sorted.bam,-0.0058015,-0.0494292,-0.036975,-0.0542843,AJ_Sour_Diesel_a1,_,SRR4450119_1,_,Type_I_,AJ_Sour_Diesel_a1_SRR4450119_1_Type_I_,AJ_Sour_Diesel_a1_SRR4450119_1_Type_I_,Group 4,,OG Kush,Type I
182,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Chernobyl_c1_SRR4450120_1_THC_Dominant_sorted.bam,0.02155197,0.0078829,0.02170421,-0.0280012,Chernobyl_c1,_,SRR4450120_1,_,Type_I_,Chernobyl_c1_SRR4450120_1_Type_I_,Chernobyl_c1_SRR4450120_1_Type_I_,Group 2,,Skunk,Type I
319,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Gorilla_Glue_4_g1_SRR4450129_1_THC_Dominant_sorted.bam,-0.043818,0.03880406,-0.0249615,-0.0486235,Gorilla_Glue_4_g1,_,SRR4450129_1,_,Type_I_,Gorilla_Glue_4_g1_SRR4450129_1_Type_I_,Gorilla_Glue_4_g1_SRR4450129_1_Type_I_,Group 5,,OG Kush,Type I
690,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Diesel_m1_SRR4450130_1_THC_Dominant_sorted.bam,-0.0061567,-0.0486075,-0.0372717,-0.055709,Sour_Diesel_m1,_,SRR4450130_1,_,Type_I_,Sour_Diesel_m1_SRR4450130_1_Type_I_,Sour_Diesel_m1_SRR4450130_1_Type_I_,Group 4,,OG Kush,Type I
320,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Gorilla_Glue_4_h1_SRR4450131_1_THC_Dominant_sorted.bam,-0.0061551,0.00482061,0.01037058,-0.055068,Gorilla_Glue_4_h1,_,SRR4450131_1,_,Type_I_,Gorilla_Glue_4_h1_SRR4450131_1_Type_I_,Gorilla_Glue_4_h1_SRR4450131_1_Type_I_,Group 5,,OG Kush,Type I
691,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Diesel_n1_SRR4450132_1_THC_Dominant_sorted.bam,-0.0070597,-0.0491836,-0.035893,-0.0549942,Sour_Diesel_n1,_,SRR4450132_1,_,Type_I_,Sour_Diesel_n1_SRR4450132_1_Type_I_,Sour_Diesel_n1_SRR4450132_1_Type_I_,Group 4,,OG Kush,Type I
350,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hawaiian_b1_SRR4450134_1_THC_Dominant_sorted.bam,0.01565259,0.02605998,-0.0106984,-0.0301345,Hawaiian_b1,_,SRR4450134_1,_,Type_I_,Hawaiian_b1_SRR4450134_1_Type_I_,Hawaiian_b1_SRR4450134_1_Type_I_,Group 2,,Skunk,Type I
536,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/OG_Chem_a1_SRR4450143_1_THC_Dominant_sorted.bam,-0.0413697,-0.067378,-0.0319248,-0.0369322,OG_Chem_a1,_,SRR4450143_1,_,Type_I_,OG_Chem_a1_SRR4450143_1_Type_I_,OG_Chem_a1_SRR4450143_1_Type_I_,Group 4,,OG Kush,Type I
503,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Moonshot_a1_SRR4450145_1_THC_Dominant_sorted.bam,0.0194663,-0.0152414,0.0214851,-0.0418967,Moonshot_a1,_,SRR4450145_1,_,Type_I_,Moonshot_a1_SRR4450145_1_Type_I_,Moonshot_a1_SRR4450145_1_Type_I_,Group 2,,Skunk,Type I
337,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hapa_Huli_a1_SRR4450146_1_THC_Dominant_sorted.bam,0.01157223,-0.0066011,-0.0249609,0.00709376,Hapa_Huli_a1,_,SRR4450146_1,_,Type_I_,Hapa_Huli_a1_SRR4450146_1_Type_I_,Hapa_Huli_a1_SRR4450146_1_Type_I_,Group 4,,Skunk,Type I
417,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kauai_Princess_a1_SRR4450147_1_THC_Dominant_sorted.bam,0.0470816,0.00392986,-0.0034953,-0.0259922,Kauai_Princess_a1,_,SRR4450147_1,_,Type_I_,Kauai_Princess_a1_SRR4450147_1_Type_I_,Kauai_Princess_a1_SRR4450147_1_Type_I_,Group 2,,Skunk,Type I
416,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kauai_PG_a1_SRR4450148_1_THC_Dominant_sorted.bam,-0.0125954,-0.0584251,-0.0536474,-0.0207893,Kauai_PG_a1,_,SRR4450148_1,_,Type_I_,Kauai_PG_a1_SRR4450148_1_Type_I_,Kauai_PG_a1_SRR4450148_1_Type_I_,Group 4,,Skunk,Type I
312,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Golden_Pineapple_a1_SRR4450149_1_THC_Dominant_sorted.bam,0.02873901,-0.0021181,0.03875471,-0.0231152,Golden_Pineapple_a1,_,SRR4450149_1,_,Type_I_,Golden_Pineapple_a1_SRR4450149_1_Type_I_,Golden_Pineapple_a1_SRR4450149_1_Type_I_,Group 2,,Skunk,Type I
364,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hippie_Crippler_b1_SRR4450150_1_THC_Dominant_sorted.bam,0.01244904,-0.0315344,-0.0203957,0.0277475,Hippie_Crippler_b1,_,SRR4450150_1,_,Type_I_,Hippie_Crippler_b1_SRR4450150_1_Type_I_,Hippie_Crippler_b1_SRR4450150_1_Type_I_,Group 4,,Skunk,Type I
119,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_Dream_h1_SRR4450153_1_THC_Dominant_sorted.bam,0.00638629,-0.0331874,-0.0055718,0.01455023,Blue_Dream_h1,_,SRR4450153_1,_,Type_I_,Blue_Dream_h1_SRR4450153_1_Type_I_,Blue_Dream_h1_SRR4450153_1_Type_I_,Group 4,,Skunk,Type I
309,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Gogi_Glue_d1_SRR4450154_1_THC_Dominant_sorted.bam,-0.0690861,0.00515195,-0.0080286,-0.0029685,Gogi_Glue_d1,_,SRR4450154_1,_,Type_I_,Gogi_Glue_d1_SRR4450154_1_Type_I_,Gogi_Glue_d1_SRR4450154_1_Type_I_,Group 5,,OG Kush,Type I
65,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Animal_Cookies_e1_SRR4450156_1_THC_Dominant_sorted.bam,-0.027085,0.03357138,0.02127487,-0.0323436,Animal_Cookies_e1,_,SRR4450156_1,_,Type_I_,Animal_Cookies_e1_SRR4450156_1_Type_I_,Animal_Cookies_e1_SRR4450156_1_Type_I_,Group 3,,Skunk,Type I
814,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/White_Afghan_a1_SRR4450158_1_THC_Dominant_sorted.bam,0.01966421,-0.0582154,0.00254704,-0.0240937,White_Afghan_a1,_,SRR4450158_1,_,Type_I_,White_Afghan_a1_SRR4450158_1_Type_I_,White_Afghan_a1_SRR4450158_1_Type_I_,Group 4,,Skunk,Type I
717,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Strawberry_Ice_a1_SRR4450159_1_THC_Dominant_sorted.bam,0.03205705,-0.0242423,-0.0170597,-0.0229339,Strawberry_Ice_a1,_,SRR4450159_1,_,Type_I_,Strawberry_Ice_a1_SRR4450159_1_Type_I_,Strawberry_Ice_a1_SRR4450159_1_Type_I_,Group 4,,Skunk,Type I
523,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Northern_Thunder_a1_SRR4451087_1_THC_Dominant_sorted.bam,0.04401705,0.00698051,0.02466295,-0.0717228,Northern_Thunder_a1,_,SRR4451087_1,_,Type_I_,Northern_Thunder_a1_SRR4451087_1_Type_I_,Northern_Thunder_a1_SRR4451087_1_Type_I_,Group 2,,Skunk,Type I
341,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Harlequin_c1_SRR4451089_1_CBD_Dominant_sorted.bam,0.00943543,-0.0105625,0.02842141,-0.0183184,Harlequin_c1,_,SRR4451089_1,_,Type_III_,Harlequin_c1_SRR4451089_1_Type_III_,Harlequin_c1_SRR4451089_1_Type_III_,Group 2,,Skunk,Type I
734,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Super_Lemon_Haze_d1_SRR4451090_1_THC_Dominant_sorted.bam,0.05430566,-0.0130424,0.01157478,-0.0844575,Super_Lemon_Haze_d1,_,SRR4451090_1,_,Type_I_,Super_Lemon_Haze_d1_SRR4451090_1_Type_I_,Super_Lemon_Haze_d1_SRR4451090_1_Type_I_,Group 2,,Skunk,Type I
246,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dog_Walker_b1_SRR4451092_1_THC_Dominant_sorted.bam,-0.0543281,-0.0336342,0.00225225,-0.0304042,Dog_Walker_b1,_,SRR4451092_1,_,Type_I_,Dog_Walker_b1_SRR4451092_1_Type_I_,Dog_Walker_b1_SRR4451092_1_Type_I_,Group 5,,OG Kush,Type I
544,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Old_Mendo_Haze_a1_SRR4451093_1_THC_Dominant_sorted.bam,-0.0526185,0.00557998,0.06123472,0.02417567,Old_Mendo_Haze_a1,_,SRR4451093_1,_,Type_I_,Old_Mendo_Haze_a1_SRR4451093_1_Type_I_,Old_Mendo_Haze_a1_SRR4451093_1_Type_I_,Group 5,,OG Kush,Type I
651,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Royal_Rose_Kush_a1_SRR4451094_1_THC_Dominant_sorted.bam,-0.0390049,-0.0082494,-0.0445442,0.00646742,Royal_Rose_Kush_a1,_,SRR4451094_1,_,Type_I_,Royal_Rose_Kush_a1_SRR4451094_1_Type_I_,Royal_Rose_Kush_a1_SRR4451094_1_Type_I_,Group 5,,OG Kush,Type I
262,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dutch_Treat_b1_SRR4451096_1_THC_Dominant_sorted.bam,0.003425,-0.0336395,-0.0030161,0.01825908,Dutch_Treat_b1,_,SRR4451096_1,_,Type_I_,Dutch_Treat_b1_SRR4451096_1_Type_I_,Dutch_Treat_b1_SRR4451096_1_Type_I_,Group 4,,Skunk,Type I
496,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Mex_a1_SRR4451097_1_THC_Dominant_sorted.bam,0.04329175,0.01816033,0.00673974,-0.0440559,Mex_a1,_,SRR4451097_1,_,Type_I_,Mex_a1_SRR4451097_1_Type_I_,Mex_a1_SRR4451097_1_Type_I_,Group 2,,Skunk,Type I
183,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Chernobyl_d1_SRR4451098_1_THC_Dominant_sorted.bam,0.01080245,0.0160794,0.03294545,-0.0414606,Chernobyl_d1,_,SRR4451098_1,_,Type_I_,Chernobyl_d1_SRR4451098_1_Type_I_,Chernobyl_d1_SRR4451098_1_Type_I_,Group 2,,Skunk,Type I
12,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/6_Pheno_a1_SRR4451101_1_UNKNOWN_sorted.bam,-0.0909462,-0.0506774,0.00219181,-0.0360719,6_Pheno_a1,_,SRR4451101_1,_,UNKNOWN,6_Pheno_a1_SRR4451101_1_UNKNOWN,6_Pheno_a1_SRR4451101_1_UNKNOWN,Group 5,,OG Kush,Type I
96,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Black_Widow_1_a1_SRR4451102_1_THC_Dominant_sorted.bam,0.02734708,-0.0155146,0.01036556,0.02698998,Black_Widow_1_a1,_,SRR4451102_1,_,Type_I_,Black_Widow_1_a1_SRR4451102_1_Type_I_,Black_Widow_1_a1_SRR4451102_1_Type_I_,Group 1,,Skunk,Type I
770,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/The_Star_a1_SRR4451104_1_THC_Dominant_sorted.bam,-0.0495474,-0.0529232,-0.0068962,-0.0181054,The_Star_a1,_,SRR4451104_1,_,Type_I_,The_Star_a1_SRR4451104_1_Type_I_,The_Star_a1_SRR4451104_1_Type_I_,Group 5,,OG Kush,Type I
10,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/613_x_JH_a1_SRR4451105_1_THC_Dominant_sorted.bam,0.01154715,-0.0378062,-0.0397387,0.02761441,613_x_JH_a1,_,SRR4451105_1,_,Type_I_,613_x_JH_a1_SRR4451105_1_Type_I_,613_x_JH_a1_SRR4451105_1_Type_I_,Group 4,,Skunk,Type I
692,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Flower_a1_SRR4451107_1_THC_Dominant_sorted.bam,-0.046646,-0.021062,0.00695438,-0.0545436,Sour_Flower_a1,_,SRR4451107_1,_,Type_I_,Sour_Flower_a1_SRR4451107_1_Type_I_,Sour_Flower_a1_SRR4451107_1_Type_I_,Group 5,,OG Kush,Type I
746,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Tahoe_OG_a1_SRR4451108_1_THC_Dominant_sorted.bam,-0.1061267,-0.0255239,0.03896873,-0.0190831,Tahoe_OG_a1,_,SRR4451108_1,_,Type_I_,Tahoe_OG_a1_SRR4451108_1_Type_I_,Tahoe_OG_a1_SRR4451108_1_Type_I_,Group 5,,OG Kush,Type I
596,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Platinum_OG_Kush_a1_SRR4451109_1_THC_Dominant_sorted.bam,-0.1083453,-0.0227525,0.03814276,-0.0237869,Platinum_OG_Kush_a1,_,SRR4451109_1,_,Type_I_,Platinum_OG_Kush_a1_SRR4451109_1_Type_I_,Platinum_OG_Kush_a1_SRR4451109_1_Type_I_,Group 5,,OG Kush,Type I
529,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Oaksterdam_OG_a1_SRR4451110_1_THC_Dominant_sorted.bam,-0.0742844,0.03265805,-0.0032536,-0.0141363,Oaksterdam_OG_a1,_,SRR4451110_1,_,Type_I_,Oaksterdam_OG_a1_SRR4451110_1_Type_I_,Oaksterdam_OG_a1_SRR4451110_1_Type_I_,Group 5,,OG Kush,Type I
356,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Headband_c1_SRR4451111_1_THC_Dominant_sorted.bam,-0.0210455,-0.0219167,-0.0180467,-0.0429105,Headband_c1,_,SRR4451111_1,_,Type_I_,Headband_c1_SRR4451111_1_Type_I_,Headband_c1_SRR4451111_1_Type_I_,Group 4,,OG Kush,Type I
263,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dutch_Treat_c1_SRR4451112_1_THC_Dominant_sorted.bam,0.03209728,0.03087179,-0.0033777,-0.0287335,Dutch_Treat_c1,_,SRR4451112_1,_,Type_I_,Dutch_Treat_c1_SRR4451112_1_Type_I_,Dutch_Treat_c1_SRR4451112_1_Type_I_,Group 2,,Skunk,Type I
760,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Tanzanian_C_a1_SRR4451113_1_THC_Dominant_sorted.bam,-0.0404933,-0.054631,-0.0243228,0.00921855,Tanzanian_C_a1,_,SRR4451113_1,_,Type_I_,Tanzanian_C_a1_SRR4451113_1_Type_I_,Tanzanian_C_a1_SRR4451113_1_Type_I_,Group 4,,OG Kush,Type I
198,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Chocolope_c1_SRR4451115_1_THC_Dominant_sorted.bam,0.02253364,0.01596034,0.01388265,-0.0667113,Chocolope_c1,_,SRR4451115_1,_,Type_I_,Chocolope_c1_SRR4451115_1_Type_I_,Chocolope_c1_SRR4451115_1_Type_I_,Group 2,,Skunk,Type I
592,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Platinum_Headband_a1_SRR4451116_1_THC_Dominant_sorted.bam,-0.0043918,-0.0491461,-0.0379739,-0.0563907,Platinum_Headband_a1,_,SRR4451116_1,_,Type_I_,Platinum_Headband_a1_SRR4451116_1_Type_I_,Platinum_Headband_a1_SRR4451116_1_Type_I_,Group 4,,OG Kush,Type I
624,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Purple_Urkel_a1_SRR4451117_1_THC_Dominant_sorted.bam,0.00262039,0.05550292,-0.0873465,0.00374338,Purple_Urkel_a1,_,SRR4451117_1,_,Type_I_,Purple_Urkel_a1_SRR4451117_1_Type_I_,Purple_Urkel_a1_SRR4451117_1_Type_I_,Group 3,,Berry,Type I
372,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Ice_Queen_a1_SRR4451120_1_THC_Dominant_sorted.bam,0.02905181,-0.0025378,0.0374769,-0.0244643,Ice_Queen_a1,_,SRR4451120_1,_,Type_I_,Ice_Queen_a1_SRR4451120_1_Type_I_,Ice_Queen_a1_SRR4451120_1_Type_I_,Group 2,,Skunk,Type I
769,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/The_L_Word_a1_SRR4451122_1_THC_Dominant_sorted.bam,0.02047417,-0.024447,-0.0090289,-0.0089467,The_L_Word_a1,_,SRR4451122_1,_,Type_I_,The_L_Word_a1_SRR4451122_1_Type_I_,The_L_Word_a1_SRR4451122_1_Type_I_,Group 4,,Skunk,Type I
836,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/XXX_a1_SRR4451123_1_THC_Dominant_sorted.bam,-0.1095475,-0.0261287,0.03805093,-0.0257571,XXX_a1,_,SRR4451123_1,_,Type_I_,XXX_a1_SRR4451123_1_Type_I_,XXX_a1_SRR4451123_1_Type_I_,Group 5,,OG Kush,Type I
328,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Green_Corn_a1_SRR4451124_1_THC_Dominant_sorted.bam,0.01562765,-0.040197,-0.0124046,0.0096973,Green_Corn_a1,_,SRR4451124_1,_,Type_I_,Green_Corn_a1_SRR4451124_1_Type_I_,Green_Corn_a1_SRR4451124_1_Type_I_,Group 4,,Skunk,Type I
131,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Bright_moments_a1_SRR4451125_1_THC_Dominant_sorted.bam,-0.0314244,0.00780729,-0.069834,0.00702941,Bright_moments_a1,_,SRR4451125_1,_,Type_I_,Bright_moments_a1_SRR4451125_1_Type_I_,Bright_moments_a1_SRR4451125_1_Type_I_,Group 3,core 3,Skunk,Type I
459,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Lemon_Skunk_B_a1_SRR4451127_1_THC_Dominant_sorted.bam,0.05089137,-0.012148,0.01984376,-0.0813455,Lemon_Skunk_B_a1,_,SRR4451127_1,_,Type_I_,Lemon_Skunk_B_a1_SRR4451127_1_Type_I_,Lemon_Skunk_B_a1_SRR4451127_1_Type_I_,Group 2,,Skunk,Type I
630,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Red_Beard_a1_SRR4451128_1_THC_Dominant_sorted.bam,0.00997956,0.00759815,-0.0483917,0.03863018,Red_Beard_a1,_,SRR4451128_1,_,Type_I_,Red_Beard_a1_SRR4451128_1_Type_I_,Red_Beard_a1_SRR4451128_1_Type_I_,Group 3,,Skunk,Type I
761,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Temple_OG_a1_SRR4451130_1_THC_Dominant_sorted.bam,-0.1054498,-0.0220145,0.04241135,-0.0146439,Temple_OG_a1,_,SRR4451130_1,_,Type_I_,Temple_OG_a1_SRR4451130_1_Type_I_,Temple_OG_a1_SRR4451130_1_Type_I_,Group 5,,OG Kush,Type I
170,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Chem_4_a1_SRR4451131_1_THC_Dominant_sorted.bam,-0.0484296,-0.0223765,0.02849512,-0.0125381,Chem_4_a1,_,SRR4451131_1,_,Type_I_,Chem_4_a1_SRR4451131_1_Type_I_,Chem_4_a1_SRR4451131_1_Type_I_,Group 5,,OG Kush,Type I
252,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dream_Queen_d1_SRR4451133_1_THC_Dominant_sorted.bam,0.01877697,-0.0442836,-0.0304669,0.03005288,Dream_Queen_d1,_,SRR4451133_1,_,Type_I_,Dream_Queen_d1_SRR4451133_1_Type_I_,Dream_Queen_d1_SRR4451133_1_Type_I_,Group 4,,Skunk,Type I
456,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Lemon_Haze_a1_SRR4451135_1_THC_Dominant_sorted.bam,0.03340848,-0.0055737,-0.0150979,-0.0399726,Lemon_Haze_a1,_,SRR4451135_1,_,Type_I_,Lemon_Haze_a1_SRR4451135_1_Type_I_,Lemon_Haze_a1_SRR4451135_1_Type_I_,Group 2,,Skunk,Type I
579,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Pineapple_dogshit_a1_SRR4451137_1_THC_Dominant_sorted.bam,0.03284558,0.01134347,0.01118411,-0.0273544,Pineapple_dogshit_a1,_,SRR4451137_1,_,Type_I_,Pineapple_dogshit_a1_SRR4451137_1_Type_I_,Pineapple_dogshit_a1_SRR4451137_1_Type_I_,Group 2,,Skunk,Type I
591,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Platinum_GirlScout_Cookies_a1_SRR4451138_1_THC_Dominant_sorted.bam,0.00376018,-0.0149115,-0.0027867,0.00844878,Platinum_GirlScout_Cookies_a1,_,SRR4451138_1,_,Type_I_,Platinum_GirlScout_Cookies_a1_SRR4451138_1_Type_I_,Platinum_GirlScout_Cookies_a1_SRR4451138_1_Type_I_,Group 4,,Skunk,Type I
58,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Amethyst_a1_SRR4451139_1_THC_Dominant_sorted.bam,0.01566178,0.07237405,-0.0500813,0.01258033,Amethyst_a1,_,SRR4451139_1,_,Type_I_,Amethyst_a1_SRR4451139_1_Type_I_,Amethyst_a1_SRR4451139_1_Type_I_,Group 3,,Berry,Type I
535,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/OG_99_a1_SRR4451140_1_THC_Dominant_sorted.bam,0.00163756,-0.0148604,-0.0314038,0.05277461,OG_99_a1,_,SRR4451140_1,_,Type_I_,OG_99_a1_SRR4451140_1_Type_I_,OG_99_a1_SRR4451140_1_Type_I_,Group 3,,Skunk,Type I
798,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/UW_purple_a1_SRR4451141_1_THC_Dominant_sorted.bam,-0.0450667,0.10181484,0.0044884,-0.0144664,UW_purple_a1,_,SRR4451141_1,_,Type_I_,UW_purple_a1_SRR4451141_1_Type_I_,UW_purple_a1_SRR4451141_1_Type_I_,Group 3,,Berry,Type I
68,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Atomic_Northern_Lights_a1_SRR4451143_1_THC_Dominant_sorted.bam,0.02327115,-0.029983,0.01526966,-0.0337782,Atomic_Northern_Lights_a1,_,SRR4451143_1,_,Type_I_,Atomic_Northern_Lights_a1_SRR4451143_1_Type_I_,Atomic_Northern_Lights_a1_SRR4451143_1_Type_I_,Group 2,,Skunk,Type I
