,sample.id,EV1,EV2,EV3,EV4,SRR Number,Cultivar,Type ,Phlyostype,Cultivar_full,,
391,sorted_bam/SRR8346773_sorted.bam,0.079159764,0.008507118,-0.03932659,0.013097314,SRR8346773,Khalifa_Kush_PGT_102363,Type I,OG Kush,Khalifa_Kush_PGT_102363_Type I_OG Kush_SRR8346773,,_
793,sorted_bam/SRR8347175_sorted.bam,0.025726062,-0.038645752,-0.001326153,-0.012866416,SRR8347175,King_Kong_PGT_119493,Type I,OG Kush,King_Kong_PGT_119493_Type I_OG Kush_SRR8347175,,_
232,sorted_bam/SRR8346614_sorted.bam,0.076415521,0.008933057,-0.043142167,0.011352684,SRR8346614,KKU_PGT_115261,Type I,OG Kush,KKU_PGT_115261_Type I_OG Kush_SRR8346614,,_
1145,sorted_bam/SRR8349202_sorted.bam,0.022770353,0.016614696,0.043090832,-0.019365733,SRR8349202,Koala_Kush_PGT_53938,Type I,OG Kush,Koala_Kush_PGT_53938_Type I_OG Kush_SRR8349202,,_
62,sorted_bam/SRR8346444_sorted.bam,0.069364395,0.00912159,-0.038706503,0.011331013,SRR8346444,Kosher_Kush_PGT_112229,Type I,OG Kush,Kosher_Kush_PGT_112229_Type I_OG Kush_SRR8346444,,_
851,sorted_bam/SRR8347233_sorted.bam,0.073440197,0.009072193,-0.038058093,0.012320874,SRR8347233,Kosher_Kush_PGT_115315,Type I,OG Kush,Kosher_Kush_PGT_115315_Type I_OG Kush_SRR8347233,,_
647,sorted_bam/SRR8347029_sorted.bam,0.074047911,0.011628183,-0.041073502,0.010598569,SRR8347029,Kosher_Kush_PGT_15220,Type I,OG Kush,Kosher_Kush_PGT_15220_Type I_OG Kush_SRR8347029,,_
1059,sorted_bam/SRR8349116_sorted.bam,0.073881457,0.010150044,-0.040695059,0.011920793,SRR8349116,Kosher_Kush_PGT_20104,Type I,OG Kush,Kosher_Kush_PGT_20104_Type I_OG Kush_SRR8349116,,_
616,sorted_bam/SRR8346998_sorted.bam,0.022529645,-0.019800277,-0.018863195,-0.014521001,SRR8346998,Kottonmouth_Kush_PGT_108303,Type I,OG Kush,Kottonmouth_Kush_PGT_108303_Type I_OG Kush_SRR8346998,,_
883,sorted_bam/SRR8347265_sorted.bam,0.042870506,-0.057070818,0.010685279,-0.043605534,SRR8347265,LA_Confidental_PGT_180628,Type I,OG Kush,LA_Confidental_PGT_180628_Type I_OG Kush_SRR8347265,,_
163,sorted_bam/SRR8346545_sorted.bam,0.059655457,-0.043506942,-0.011767092,0.024539285,SRR8346545,LA_Pure_Kush_PGT_15521,Type I,OG Kush,LA_Pure_Kush_PGT_15521_Type I_OG Kush_SRR8346545,,_
584,sorted_bam/SRR8346966_sorted.bam,0.074065758,0.010459389,-0.041567097,0.009801866,SRR8346966,Larry_OG_Kush_PGT_15511,Type I,OG Kush,Larry_OG_Kush_PGT_15511_Type I_OG Kush_SRR8346966,,_
272,sorted_bam/SRR8346654_sorted.bam,0.051880094,-0.034242647,-0.029581994,0.059735547,SRR8346654,Lemon_Calyx_PGT_126653,Type I,OG Kush,Lemon_Calyx_PGT_126653_Type I_OG Kush_SRR8346654,,_
276,sorted_bam/SRR8346658_sorted.bam,0.013368029,0.032530134,-0.016533034,0.030287189,SRR8346658,Lemon_Chiffon_PGT_102335,Type I,OG Kush,Lemon_Chiffon_PGT_102335_Type I_OG Kush_SRR8346658,,_
377,sorted_bam/SRR8346759_sorted.bam,0.024649318,0.010897019,0.005250063,-0.015821888,SRR8346759,Lemon_Larry_PGT_119532,Type I,OG Kush,Lemon_Larry_PGT_119532_Type I_OG Kush_SRR8346759,,_
1146,sorted_bam/SRR8349203_sorted.bam,0.075197964,0.012270558,-0.04207238,0.011985788,SRR8349203,Lemon_Larry_OG_PGT_53935,Type I,OG Kush,Lemon_Larry_OG_PGT_53935_Type I_OG Kush_SRR8349203,,_
576,sorted_bam/SRR8346958_sorted.bam,0.02231103,0.007568872,0.006493975,-0.01594062,SRR8346958,Lemon_Meringue_PGT_126688,Type I,OG Kush,Lemon_Meringue_PGT_126688_Type I_OG Kush_SRR8346958,,_
335,sorted_bam/SRR8346717_sorted.bam,0.022967376,0.00046052,-0.006943516,-0.038413637,SRR8346717,Lemon_OG_PGT_108288,Type I,OG Kush,Lemon_OG_PGT_108288_Type I_OG Kush_SRR8346717,,_
397,sorted_bam/SRR8346779_sorted.bam,0.022751555,-0.000655261,-0.002969784,-0.040292076,SRR8346779,Lemon_OG_PGT_132751,Type I,OG Kush,Lemon_OG_PGT_132751_Type I_OG Kush_SRR8346779,,_
262,sorted_bam/SRR8346644_sorted.bam,0.00967446,0.028889374,-0.031038526,0.01794368,SRR8346644,Lemon_OG_Kush_PGT_179990,Type I,OG Kush,Lemon_OG_Kush_PGT_179990_Type I_OG Kush_SRR8346644,,_
798,sorted_bam/SRR8347180_sorted.bam,0.033951615,0.042507403,0.001786112,-0.0242849,SRR8347180,Lemon_Sugar_Cookie_PGT_112206,Type I,OG Kush,Lemon_Sugar_Cookie_PGT_112206_Type I_OG Kush_SRR8347180,,_
231,sorted_bam/SRR8346613_sorted.bam,0.017152191,0.004494855,-0.022244257,-0.034596085,SRR8346613,Lemon_Sugar_Kush_PGT_112179,Type I,OG Kush,Lemon_Sugar_Kush_PGT_112179_Type I_OG Kush_SRR8346613,,_
737,sorted_bam/SRR8347119_sorted.bam,0.034682468,-0.003377323,0.029466176,-0.00537821,SRR8347119,Lemonade_Pcg_Cut_PGT_147552,Type I,OG Kush,Lemonade_Pcg_Cut_PGT_147552_Type I_OG Kush_SRR8347119,,_
42,sorted_bam/SRR8346424_sorted.bam,0.018246037,-0.009487432,0.02249853,-0.07273956,SRR8346424,Lions_Gold_PGT_161793,Type I,OG Kush,Lions_Gold_PGT_161793_Type I_OG Kush_SRR8346424,,_
1357,sorted_bam/SRR8349414_sorted.bam,0.002739468,-0.021094284,-0.026336347,-0.015216169,SRR8349414,Lock_Tight_PGT_20086,Type I,OG Kush,Lock_Tight_PGT_20086_Type I_OG Kush_SRR8349414,,_
530,sorted_bam/SRR8346912_sorted.bam,0.005012703,-0.008513092,-0.012412978,0.006793048,SRR8346912,Lot_Dog_PGT_161628,Type I,OG Kush,Lot_Dog_PGT_161628_Type I_OG Kush_SRR8346912,,_
156,sorted_bam/SRR8346538_sorted.bam,0.05115898,0.019139285,-0.021268574,0.024297561,SRR8346538,Louis_13th_OG_Kush_PGT_15515,Type I,OG Kush,Louis_13th_OG_Kush_PGT_15515_Type I_OG Kush_SRR8346538,,_
1147,sorted_bam/SRR8349204_sorted.bam,0.040938751,0.008718002,0.015400001,0.000778448,SRR8349204,Luv_Muffin_PGT_53936,Type I,OG Kush,Luv_Muffin_PGT_53936_Type I_OG Kush_SRR8349204,,_
645,sorted_bam/SRR8347027_sorted.bam,0.069553744,0.009293157,-0.036046421,0.010118239,SRR8347027,M11_OG_PGT_115270,Type I,OG Kush,M11_OG_PGT_115270_Type I_OG Kush_SRR8347027,,_
456,sorted_bam/SRR8346838_sorted.bam,0.022181868,0.01418877,-0.025371913,-0.061479291,SRR8346838,Mac_Daddy_PGT_161637,Type I,OG Kush,Mac_Daddy_PGT_161637_Type I_OG Kush_SRR8346838,,_
1198,sorted_bam/SRR8349255_sorted.bam,0.043364979,-0.052589012,0.010269864,-0.043794235,SRR8349255,Master_Kush_PGT_88228,Type I,OG Kush,Master_Kush_PGT_88228_Type I_OG Kush_SRR8349255,,_
332,sorted_bam/SRR8346714_sorted.bam,0.024494572,-0.022743153,-0.002868196,-0.055552728,SRR8346714,Master_Yoda_Kush_PGT_108287,Type I,OG Kush,Master_Yoda_Kush_PGT_108287_Type I_OG Kush_SRR8346714,,_
772,sorted_bam/SRR8347154_sorted.bam,0.074392228,0.0119513,-0.042843014,0.011279328,SRR8347154,Mendocino_Clone_Company_Blood_Diamond_OG_PGT_108328,Type I,OG Kush,Mendocino_Clone_Company_Blood_Diamond_OG_PGT_108328_Type I_OG Kush_SRR8347154,,_
132,sorted_bam/SRR8346514_sorted.bam,0.063142805,-0.012343822,-0.02721067,0.044923225,SRR8346514,Mendocino_Clone_Company_CBD_Trident_PGT_161661,Type I,OG Kush,Mendocino_Clone_Company_CBD_Trident_PGT_161661_Type I_OG Kush_SRR8346514,,_
770,sorted_bam/SRR8347152_sorted.bam,0.073311382,0.011338207,-0.040704913,0.009280768,SRR8347152,Mendocino_Clone_Company_Humboldts_True_OG_PGT_108326,Type I,OG Kush,Mendocino_Clone_Company_Humboldts_True_OG_PGT_108326_Type I_OG Kush_SRR8347152,,_
857,sorted_bam/SRR8347239_sorted.bam,0.045452168,-0.019064201,-0.04740412,0.01357208,SRR8347239,Mendocino_Clone_Company_OG_Twist_OG_x_Chem_Dawg_PGT_108337,Type I,OG Kush,Mendocino_Clone_Company_OG_Twist_OG_x_Chem_Dawg_PGT_108337_Type I_OG Kush_SRR8347239,,_
775,sorted_bam/SRR8347157_sorted.bam,0.018881875,-0.00974457,0.022839778,-0.071654475,SRR8347157,Mendocino_Clone_Company_Original_Glue_GG4_PGT_108333,Type I,OG Kush,Mendocino_Clone_Company_Original_Glue_GG4_PGT_108333_Type I_OG Kush_SRR8347157,,_
773,sorted_bam/SRR8347155_sorted.bam,0.025689025,-0.007426561,0.001667101,-0.046779148,SRR8347155,Mendocino_Clone_Company_Pre_98_Bubba_Kush_PGT_108331,Type I,OG Kush,Mendocino_Clone_Company_Pre_98_Bubba_Kush_PGT_108331_Type I_OG Kush_SRR8347155,,_
136,sorted_bam/SRR8346518_sorted.bam,0.075437706,0.011332521,-0.040177126,0.009761006,SRR8346518,Mendocino_Clone_Company_San_Fernando_Valley_OG_PGT_161657,Type I,OG Kush,Mendocino_Clone_Company_San_Fernando_Valley_OG_PGT_161657_Type I_OG Kush_SRR8346518,,_
776,sorted_bam/SRR8347158_sorted.bam,-0.003514349,0.063139832,0.001190355,-0.065158197,SRR8347158,Mendocino_Clone_Company_Sour_Diesel_PGT_108332,Type I,OG Kush,Mendocino_Clone_Company_Sour_Diesel_PGT_108332_Type I_OG Kush_SRR8347158,,_
769,sorted_bam/SRR8347151_sorted.bam,0.075422823,0.012099294,-0.041779458,0.011084914,SRR8347151,Mendocino_Clone_Company_True_OG_PGT_108327,Type I,OG Kush,Mendocino_Clone_Company_True_OG_PGT_108327_Type I_OG Kush_SRR8347151,,_
34,sorted_bam/SRR8346416_sorted.bam,0.028978552,-0.014976257,0.029310513,-0.009564173,SRR8346416,Mendocino_Madness_PGT_126671,Type I,OG Kush,Mendocino_Madness_PGT_126671_Type I_OG Kush_SRR8346416,,_
983,sorted_bam/SRR8349040_sorted.bam,0.060543938,0.027216122,-0.022436787,0.016786999,SRR8349040,Meow_OG_PGT_198183,Type I,OG Kush,Meow_OG_PGT_198183_Type I_OG Kush_SRR8349040,,_
9,sorted_bam/SRR8346391_sorted.bam,-0.001600504,-0.014599991,-0.017956709,-0.002061797,SRR8346391,Midnight_PGT_179992,Type I,OG Kush,Midnight_PGT_179992_Type I_OG Kush_SRR8346391,,_
1168,sorted_bam/SRR8349225_sorted.bam,0.035759731,-0.037448029,-0.016708034,0.019563041,SRR8349225,Milk_&_Cookies_PGT_193125,Type I,OG Kush,Milk_&_Cookies_PGT_193125_Type I_OG Kush_SRR8349225,,_
1008,sorted_bam/SRR8349065_sorted.bam,0.047044118,0.035670338,0.015182507,-0.015339527,SRR8349065,Millennium_OG_PGT_33835,Type I,OG Kush,Millennium_OG_PGT_33835_Type I_OG Kush_SRR8349065,,_
726,sorted_bam/SRR8347108_sorted.bam,0.014340881,0.057674138,-0.010294952,0.025823148,SRR8347108,Mothers_Milk_No._31_PGT_161667,Type I,OG Kush,Mothers_Milk_No._31_PGT_161667_Type I_OG Kush_SRR8347108,,_
358,sorted_bam/SRR8346740_sorted.bam,0.044219812,0.058181484,-0.013283011,-0.038428723,SRR8346740,Motor_Breath_15_PGT_112243,Type I,OG Kush,Motor_Breath_15_PGT_112243_Type I_OG Kush_SRR8346740,,_
986,sorted_bam/SRR8349043_sorted.bam,0.023891248,-0.021461834,-0.020807939,-0.002323289,SRR8349043,MTF_Cross_PGT_88208,Type I,OG Kush,MTF_Cross_PGT_88208_Type I_OG Kush_SRR8349043,,_
605,sorted_bam/SRR8346987_sorted.bam,0.017059835,-0.001413568,-0.016400258,0.060178937,SRR8346987,Mystery_OG_PGT_126708,Type I,OG Kush,Mystery_OG_PGT_126708_Type I_OG Kush_SRR8346987,,_
228,sorted_bam/SRR8346610_sorted.bam,0.002514469,-0.0288653,-0.011656078,-0.055867467,SRR8346610,New_Glue_GG5_PGT_112176,Type I,OG Kush,New_Glue_GG5_PGT_112176_Type I_OG Kush_SRR8346610,,_
498,sorted_bam/SRR8346880_sorted.bam,0.003178805,-0.029953096,-0.013231043,-0.055614428,SRR8346880,New_Glue_GG5_PGT_115284,Type I,OG Kush,New_Glue_GG5_PGT_115284_Type I_OG Kush_SRR8346880,,_
934,sorted_bam/SRR8348991_sorted.bam,0.009525361,0.066805687,-0.003778471,-0.024460109,SRR8348991,New_York_City_Diesel_PGT_87956,Type I,OG Kush,New_York_City_Diesel_PGT_87956_Type I_OG Kush_SRR8348991,,_
182,sorted_bam/SRR8346564_sorted.bam,0.015144954,-0.000333979,-0.015853322,0.06340559,SRR8346564,Nine_Pound_Hammer_PGT_126699,Type I,OG Kush,Nine_Pound_Hammer_PGT_126699_Type I_OG Kush_SRR8346564,,_
1264,sorted_bam/SRR8349321_sorted.bam,0.010375529,0.01136507,-0.018338135,0.019912267,SRR8349321,Nine_Pound_Hammer_PGT_33860,Type I,OG Kush,Nine_Pound_Hammer_PGT_33860_Type I_OG Kush_SRR8349321,,_
1367,sorted_bam/SRR8349424_sorted.bam,0.013863833,0.024949258,-0.017674507,-0.016844458,SRR8349424,Northern_Fire_PGT_198188,Type I,OG Kush,Northern_Fire_PGT_198188_Type I_OG Kush_SRR8349424,,_
1086,sorted_bam/SRR8349143_sorted.bam,0.014876767,0.025719892,-0.018622757,-0.015947465,SRR8349143,Northern_Gate_PGT_201919,Type I,OG Kush,Northern_Gate_PGT_201919_Type I_OG Kush_SRR8349143,,_
401,sorted_bam/SRR8346783_sorted.bam,0.025771604,0.05390331,0.010602893,-0.016287806,SRR8346783,NYC_Sister_PGT_179984,Type I,OG Kush,NYC_Sister_PGT_179984_Type I_OG Kush_SRR8346783,,_
549,sorted_bam/SRR8346931_sorted.bam,-0.003818547,0.058264856,0.000311263,-0.062382761,SRR8346931,NYCD_PGT_161697,Type I,OG Kush,NYCD_PGT_161697_Type I_OG Kush_SRR8346931,,_
133,sorted_bam/SRR8346515_sorted.bam,0.081255883,-0.004121622,-0.042648867,0.008776543,SRR8346515,O_geezus_PGT_161662,Type I,OG Kush,O_geezus_PGT_161662_Type I_OG Kush_SRR8346515,,_
340,sorted_bam/SRR8346722_sorted.bam,0.074326397,0.012618988,-0.042127626,0.012121015,SRR8346722,O.G._Kush_PGT_108293,Type I,OG Kush,O.G._Kush_PGT_108293_Type I_OG Kush_SRR8346722,,_
343,sorted_bam/SRR8346725_sorted.bam,0.075136504,0.01040567,-0.04123762,0.014019123,SRR8346725,O.G._Kush_SFV_cut_PGT_108296,Type I,OG Kush,O.G._Kush_SFV_cut_PGT_108296_Type I_OG Kush_SRR8346725,,_
583,sorted_bam/SRR8346965_sorted.bam,0.044413342,-0.018305384,-0.050761104,0.013129799,SRR8346965,OG_Chem_Dog_PGT_15510,Type I,OG Kush,OG_Chem_Dog_PGT_15510_Type I_OG Kush_SRR8346965,,_
1135,sorted_bam/SRR8349192_sorted.bam,0.045323985,-0.018620491,-0.048010425,0.013198665,SRR8349192,OG_Chem_DOg_PGT_193183,Type I,OG Kush,OG_Chem_DOg_PGT_193183_Type I_OG Kush_SRR8349192,,_
578,sorted_bam/SRR8346960_sorted.bam,0.028464787,0.042660543,-0.0242366,-0.010874051,SRR8346960,OG_Kush_PGT_132713,Type I,OG Kush,OG_Kush_PGT_132713_Type I_OG Kush_SRR8346960,,_
648,sorted_bam/SRR8347030_sorted.bam,0.073387585,0.012737388,-0.04132092,0.009110783,SRR8347030,OG_Kush_PGT_15221,Type I,OG Kush,OG_Kush_PGT_15221_Type I_OG Kush_SRR8347030,,_
1348,sorted_bam/SRR8349405_sorted.bam,0.07416095,0.013242355,-0.040593428,0.010409657,SRR8349405,OG_Kush_PGT_54033,Type I,OG Kush,OG_Kush_PGT_54033_Type I_OG Kush_SRR8349405,,_
935,sorted_bam/SRR8348992_sorted.bam,0.073331041,0.003407106,-0.038956885,0.018580009,SRR8348992,OG_Kush_PGT_87957,Type I,OG Kush,OG_Kush_PGT_87957_Type I_OG Kush_SRR8348992,,_
988,sorted_bam/SRR8349045_sorted.bam,0.072565791,0.006863157,-0.039028151,0.011793523,SRR8349045,OG_Kush_PGT_88192,Type I,OG Kush,OG_Kush_PGT_88192_Type I_OG Kush_SRR8349045,,_
515,sorted_bam/SRR8346897_sorted.bam,0.012272316,0.001553067,-0.023271637,0.001151299,SRR8346897,OG_78_PGT_115332,Type I,OG Kush,OG_78_PGT_115332_Type I_OG Kush_SRR8346897,,_
916,sorted_bam/SRR8347298_sorted.bam,0.023006828,-0.015633204,-0.028547805,-0.017268275,SRR8347298,OG78_1_mace_PGT_18294,Type I,OG Kush,OG78_1_mace_PGT_18294_Type I_OG Kush_SRR8347298,,_
693,sorted_bam/SRR8347075_sorted.bam,0.01808087,-0.00717011,-0.009720499,0.002165969,SRR8347075,Ogre_PGT_115311,Type I,OG Kush,Ogre_PGT_115311_Type I_OG Kush_SRR8347075,,_
240,sorted_bam/SRR8346622_sorted.bam,0.049626823,0.010891067,-0.025442268,0.005912454,SRR8346622,Oil_Spill_PGT_18303,Type I,OG Kush,Oil_Spill_PGT_18303_Type I_OG Kush_SRR8346622,,_
247,sorted_bam/SRR8346629_sorted.bam,0.031505252,0.04422127,-0.022322456,-0.011469676,SRR8346629,Old_OG_PGT_147566,Type I,OG Kush,Old_OG_PGT_147566_Type I_OG Kush_SRR8346629,,_
1280,sorted_bam/SRR8349337_sorted.bam,0.030899633,0.042858934,-0.024190855,-0.0133977,SRR8349337,Old_OG_PGT_88214,Type I,OG Kush,Old_OG_PGT_88214_Type I_OG Kush_SRR8349337,,_
285,sorted_bam/SRR8346667_sorted.bam,0.01981242,0.057290165,-0.01909727,-0.026380949,SRR8346667,ONYCD_3.0_PGT_179997,Type I,OG Kush,ONYCD_3.0_PGT_179997_Type I_OG Kush_SRR8346667,,_
367,sorted_bam/SRR8346749_sorted.bam,0.027750156,-0.013579096,-0.025285292,0.020601766,SRR8346749,Orange_Calyx_PGT_180586,Type I,OG Kush,Orange_Calyx_PGT_180586_Type I_OG Kush_SRR8346749,,_
1334,sorted_bam/SRR8349391_sorted.bam,0.023789748,-0.028184871,0.005597149,-0.045896971,SRR8349391,Orange_Glue_PGT_198186,Type I,OG Kush,Orange_Glue_PGT_198186_Type I_OG Kush_SRR8349391,,_
1092,sorted_bam/SRR8349149_sorted.bam,0.023199519,-0.032900986,0.008495278,-0.040839189,SRR8349149,Orange_Glue_PGT_201921,Type I,OG Kush,Orange_Glue_PGT_201921_Type I_OG Kush_SRR8349149,,_
477,sorted_bam/SRR8346859_sorted.bam,0.00077011,-0.034376271,-0.012335892,-0.058123253,SRR8346859,Original_Glue_GG4_PGT_112196,Type I,OG Kush,Original_Glue_GG4_PGT_112196_Type I_OG Kush_SRR8346859,,_
499,sorted_bam/SRR8346881_sorted.bam,0.018249683,-0.012725466,0.022743607,-0.068382763,SRR8346881,Original_Glue_GG4_PGT_115285,Type I,OG Kush,Original_Glue_GG4_PGT_115285_Type I_OG Kush_SRR8346881,,_
274,sorted_bam/SRR8346656_sorted.bam,0.018032706,-0.01199135,0.021608166,-0.0697991,SRR8346656,Original_Glue_GG4_PGT_132718,Type I,OG Kush,Original_Glue_GG4_PGT_132718_Type I_OG Kush_SRR8346656,,_
251,sorted_bam/SRR8346633_sorted.bam,0.018737321,-0.009882553,0.022586097,-0.072018774,SRR8346633,Original_Glue_GG4_PGT_132768,Type I,OG Kush,Original_Glue_GG4_PGT_132768_Type I_OG Kush_SRR8346633,,_
115,sorted_bam/SRR8346497_sorted.bam,0.01683744,-0.010932855,0.02375251,-0.070540758,SRR8346497,Original_Glue_GG4_PGT_18290,Type I,OG Kush,Original_Glue_GG4_PGT_18290_Type I_OG Kush_SRR8346497,,_
1049,sorted_bam/SRR8349106_sorted.bam,0.01797376,-0.009804432,0.022368682,-0.071731122,SRR8349106,Original_Glue_GG4_PGT_198191,Type I,OG Kush,Original_Glue_GG4_PGT_198191_Type I_OG Kush_SRR8349106,,_
1339,sorted_bam/SRR8349396_sorted.bam,0.018174569,-0.009067407,0.023191212,-0.070919095,SRR8349396,Original_Glue_GG4_PGT_33830,Type I,OG Kush,Original_Glue_GG4_PGT_33830_Type I_OG Kush_SRR8349396,,_
1301,sorted_bam/SRR8349358_sorted.bam,0.017786097,-0.008842481,0.022530506,-0.069862405,SRR8349358,Original_Glue_GG4_PGT_53889,Type I,OG Kush,Original_Glue_GG4_PGT_53889_Type I_OG Kush_SRR8349358,,_
1106,sorted_bam/SRR8349163_sorted.bam,0.017579139,-0.009153887,0.023600651,-0.071398086,SRR8349163,Original_Glue_GG4_PGT_53930,Type I,OG Kush,Original_Glue_GG4_PGT_53930_Type I_OG Kush_SRR8349163,,_
1347,sorted_bam/SRR8349404_sorted.bam,0.017710188,-0.010874377,0.022861329,-0.071090059,SRR8349404,Original_Glue_GG4_PGT_54032,Type I,OG Kush,Original_Glue_GG4_PGT_54032_Type I_OG Kush_SRR8349404,,_
1279,sorted_bam/SRR8349336_sorted.bam,-0.002891292,0.050715253,-0.000458941,-0.058489209,SRR8349336,OSour_Head_PGT_193105,Type I,OG Kush,OSour_Head_PGT_193105_Type I_OG Kush_SRR8349336,,_
1258,sorted_bam/SRR8349315_sorted.bam,-0.003288067,0.063472838,0.001212335,-0.064366435,SRR8349315,OSour_Head_PGT_53932,Type I,OG Kush,OSour_Head_PGT_53932_Type I_OG Kush_SRR8349315,,_
1136,sorted_bam/SRR8349193_sorted.bam,0.004573405,0.045363093,0.029739902,-0.001224216,SRR8349193,Ovf_PGT_33850,Type I,OG Kush,Ovf_PGT_33850_Type I_OG Kush_SRR8349193,,_
244,sorted_bam/SRR8346626_sorted.bam,0.016710617,-0.009283763,0.023456956,-0.068802017,SRR8346626,Phresh_Glue_PGT_132770,Type I,OG Kush,Phresh_Glue_PGT_132770_Type I_OG Kush_SRR8346626,,_
886,sorted_bam/SRR8347268_sorted.bam,0.026937013,0.015126587,-0.022049133,-0.025052286,SRR8347268,Pine_Soul_PGT_180627,Type I,OG Kush,Pine_Soul_PGT_180627_Type I_OG Kush_SRR8347268,,_
821,sorted_bam/SRR8347203_sorted.bam,0.018862286,0.052805688,0.034489197,-0.002451516,SRR8347203,Pine_Tar_Kush_PGT_132734,Type I,OG Kush,Pine_Tar_Kush_PGT_132734_Type I_OG Kush_SRR8347203,,_
765,sorted_bam/SRR8347147_sorted.bam,0.014634315,-0.006689697,-0.009323789,-0.033316961,SRR8347147,Pineapple_Kush_PGT_115312,Type I,OG Kush,Pineapple_Kush_PGT_115312_Type I_OG Kush_SRR8347147,,_
315,sorted_bam/SRR8346697_sorted.bam,-0.001809432,0.020348877,0.010308543,-0.009522242,SRR8346697,Pineapple_Upside_Down_Cake_PGT_112218,Type I,OG Kush,Pineapple_Upside_Down_Cake_PGT_112218_Type I_OG Kush_SRR8346697,,_
1069,sorted_bam/SRR8349126_sorted.bam,0.040679531,-0.049466598,-0.028990816,0.001532744,SRR8349126,Pink_Panties_PGT_88220,Type I,OG Kush,Pink_Panties_PGT_88220_Type I_OG Kush_SRR8349126,,_
1300,sorted_bam/SRR8349357_sorted.bam,0.006214703,-0.054146661,0.003031059,-0.0391219,SRR8349357,Platinum_Blue_Lean_PGT_20129,Type I,OG Kush,Platinum_Blue_Lean_PGT_20129_Type I_OG Kush_SRR8349357,,_
1298,sorted_bam/SRR8349355_sorted.bam,0.016744507,-0.00989694,0.023304361,-0.068541963,SRR8349355,Platinum_Kandy_Kush_PGT_20127,Type I,OG Kush,Platinum_Kandy_Kush_PGT_20127_Type I_OG Kush_SRR8349355,,_
1333,sorted_bam/SRR8349390_sorted.bam,0.048988913,-0.05639939,-0.012823115,-0.046073401,SRR8349390,Platinum_Widow_PGT_20131,Type I,OG Kush,Platinum_Widow_PGT_20131_Type I_OG Kush_SRR8349390,,_
1150,sorted_bam/SRR8349207_sorted.bam,0.024892542,-0.007680576,0.002975636,-0.046649803,SRR8349207,Pre_98_Bubba_PGT_33852,Type I,OG Kush,Pre_98_Bubba_PGT_33852_Type I_OG Kush_SRR8349207,,_
1359,sorted_bam/SRR8349416_sorted.bam,0.075257189,0.010163864,-0.039495886,0.011564787,SRR8349416,Primo_G_PGT_20022,Type I,OG Kush,Primo_G_PGT_20022_Type I_OG Kush_SRR8349416,,_
956,sorted_bam/SRR8349013_sorted.bam,0.016715596,0.014453113,-0.019645483,-0.042483236,SRR8349013,PSBD_513_PGT_193177,Type I,OG Kush,PSBD_513_PGT_193177_Type I_OG Kush_SRR8349013,,_
915,sorted_bam/SRR8347297_sorted.bam,0.073738242,0.009094221,-0.038466595,0.01245502,SRR8347297,Pure_Kush_PGT_147565,Type I,OG Kush,Pure_Kush_PGT_147565_Type I_OG Kush_SRR8347297,,_
1349,sorted_bam/SRR8349406_sorted.bam,0.057796888,-0.042658044,-0.008911996,0.025909838,SRR8349406,Pure_Kush_PGT_54026,Type I,OG Kush,Pure_Kush_PGT_54026_Type I_OG Kush_SRR8349406,,_
467,sorted_bam/SRR8346849_sorted.bam,0.059126073,-0.045450418,-0.009301302,0.02455432,SRR8346849,Pure_Kush_Grass_Valley_OG_PGT_147533,Type I,OG Kush,Pure_Kush_Grass_Valley_OG_PGT_147533_Type I_OG Kush_SRR8346849,,_
473,sorted_bam/SRR8346855_sorted.bam,0.034376875,0.014650135,0.025446299,0.025199115,SRR8346855,Purple_Monster_Kush_PGT_112200,Type I,OG Kush,Purple_Monster_Kush_PGT_112200_Type I_OG Kush_SRR8346855,,_
78,sorted_bam/SRR8346460_sorted.bam,0.028885425,0.0244018,-0.002826187,-0.018459739,SRR8346460,Purple_Rockstar_Kush_PGT_102322,Type I,OG Kush,Purple_Rockstar_Kush_PGT_102322_Type I_OG Kush_SRR8346460,,_
1281,sorted_bam/SRR8349338_sorted.bam,0.025133242,-0.001184125,-0.010347547,0.007290198,SRR8349338,Rainbow_Headband_PGT_193164,Type I,OG Kush,Rainbow_Headband_PGT_193164_Type I_OG Kush_SRR8349338,,_
468,sorted_bam/SRR8346850_sorted.bam,0.039484187,0.009130119,-0.018254716,-0.006154362,SRR8346850,Raskal_OG_PGT_147530,Type I,OG Kush,Raskal_OG_PGT_147530_Type I_OG Kush_SRR8346850,,_
1169,sorted_bam/SRR8349226_sorted.bam,0.037691901,0.018869923,0.007134432,0.036223472,SRR8349226,Raspberry_Cookies_PGT_193124,Type I,OG Kush,Raspberry_Cookies_PGT_193124_Type I_OG Kush_SRR8349226,,_
1179,sorted_bam/SRR8349236_sorted.bam,0.017118234,0.002022877,-0.009192182,0.025194052,SRR8349236,Rebel_Berry_OG_PGT_20138,Type I,OG Kush,Rebel_Berry_OG_PGT_20138_Type I_OG Kush_SRR8349236,,_
1211,sorted_bam/SRR8349268_sorted.bam,0.026024148,-0.033509832,-0.036402484,0.014438246,SRR8349268,Red_Alien_PGT_33821,Type I,OG Kush,Red_Alien_PGT_33821_Type I_OG Kush_SRR8349268,,_
