,sample.id,EV1,EV2,EV3,EV4,SRR Number,Cultivar,Type ,Phlyostype,Cultivar_full,,
1071,sorted_bam/SRR8349128_sorted.bam,-0.007154635,-0.024201679,0.052098812,-0.043307064,SRR8349128,Powerline_PGT_88218,Type I,Berry,Powerline_PGT_88218_Type I_Berry_SRR8349128,,_
1250,sorted_bam/SRR8349307_sorted.bam,-0.005433881,-0.017404267,0.045376506,-0.015964828,SRR8349307,Premium_Girl_Scout_Cookies_PGT_88184,Type I,Berry,Premium_Girl_Scout_Cookies_PGT_88184_Type I_Berry_SRR8349307,,_
1361,sorted_bam/SRR8349418_sorted.bam,0.010908197,0.039673763,0.071050335,-0.00757865,SRR8349418,Primo_Stout_PGT_20024,Type I,Berry,Primo_Stout_PGT_20024_Type I_Berry_SRR8349418,,_
41,sorted_bam/SRR8346423_sorted.bam,-0.023645599,-0.026034893,0.038625868,-0.009515566,SRR8346423,Purple_Grape_Kool_Aid_PGT_161655,Type I,Berry,Purple_Grape_Kool_Aid_PGT_161655_Type I_Berry_SRR8346423,,_
215,sorted_bam/SRR8346597_sorted.bam,0.007252496,0.016548483,0.022419572,0.019698323,SRR8346597,Purple_Hindu_Kush_PGT_115334,Type I,Berry,Purple_Hindu_Kush_PGT_115334_Type I_Berry_SRR8346597,,_
106,sorted_bam/SRR8346488_sorted.bam,-0.010540996,-0.029288895,0.048916864,-0.019409941,SRR8346488,Purple_Indica_PGT_115293,Type I,Berry,Purple_Indica_PGT_115293_Type I_Berry_SRR8346488,,_
416,sorted_bam/SRR8346798_sorted.bam,0.012434074,-0.060042381,0.021098701,0.02616417,SRR8346798,Purple_Punch_PGT_102353,Type I,Berry,Purple_Punch_PGT_102353_Type I_Berry_SRR8346798,,_
806,sorted_bam/SRR8347188_sorted.bam,0.011703181,-0.058378806,0.022781842,0.025675104,SRR8347188,Purple_Punch_PGT_112189,Type I,Berry,Purple_Punch_PGT_112189_Type I_Berry_SRR8347188,,_
237,sorted_bam/SRR8346619_sorted.bam,0.012193644,-0.05882607,0.023100192,0.026184756,SRR8346619,Purple_Punch_PGT_147586,Type I,Berry,Purple_Punch_PGT_147586_Type I_Berry_SRR8346619,,_
724,sorted_bam/SRR8347106_sorted.bam,0.011846441,-0.058954344,0.023359506,0.025577487,SRR8347106,Purple_Punch_PGT_161669,Type I,Berry,Purple_Punch_PGT_161669_Type I_Berry_SRR8347106,,_
1287,sorted_bam/SRR8349344_sorted.bam,0.011769432,-0.059335853,0.024629756,0.026211976,SRR8349344,Purple_Punch_Supernova_Gardens_Breeders_Cut_PGT_193128,Type I,Berry,Purple_Punch_Supernova_Gardens_Breeders_Cut_PGT_193128_Type I_Berry_SRR8349344,,_
1094,sorted_bam/SRR8349151_sorted.bam,0.019853246,-0.031632043,0.108132888,-0.01175418,SRR8349151,Rabbit_Hole_PGT_201925,Type I,Berry,Rabbit_Hole_PGT_201925_Type I_Berry_SRR8349151,,_
588,sorted_bam/SRR8346970_sorted.bam,0.003320706,0.015748386,0.05895229,-0.029487026,SRR8346970,Royal_Kush_PGT_15513,Type I,Berry,Royal_Kush_PGT_15513_Type I_Berry_SRR8346970,,_
547,sorted_bam/SRR8346929_sorted.bam,-0.012547637,-0.003723711,0.043454724,-0.039795921,SRR8346929,Royal_Kush_47_PGT_18300,Type I,Berry,Royal_Kush_47_PGT_18300_Type I_Berry_SRR8346929,,_
1219,sorted_bam/SRR8349276_sorted.bam,0.021365444,-0.001279617,0.014706919,-0.005296082,SRR8349276,Ruth_OG_PGT_201926,Type I,Berry,Ruth_OG_PGT_201926_Type I_Berry_SRR8349276,,_
1296,sorted_bam/SRR8349353_sorted.bam,0.021398292,-0.002084155,0.016707958,-0.004912655,SRR8349353,Ruthless_OG_PGT_198185,Type I,Berry,Ruthless_OG_PGT_198185_Type I_Berry_SRR8349353,,_
120,sorted_bam/SRR8346502_sorted.bam,0.01254663,-0.039697905,0.024217234,-0.012613618,SRR8346502,Salmon_River_PGT_105018,Type I,Berry,Salmon_River_PGT_105018_Type I_Berry_SRR8346502,,_
60,sorted_bam/SRR8346442_sorted.bam,0.010091208,0.011496583,0.091171336,0.034117319,SRR8346442,Sherbert_PGT_112231,Type I,Berry,Sherbert_PGT_112231_Type I_Berry_SRR8346442,,_
39,sorted_bam/SRR8346421_sorted.bam,0.011131809,0.038679526,0.069067474,-0.005017248,SRR8346421,Sherbert_PGT_161796,Type I,Berry,Sherbert_PGT_161796_Type I_Berry_SRR8346421,,_
99,sorted_bam/SRR8346481_sorted.bam,-0.008554654,0.014919868,0.059055104,0.045797213,SRR8346481,Ship_Ballast_1879_PGT_14050,Type I,Berry,Ship_Ballast_1879_PGT_14050_Type I_Berry_SRR8346481,,_
497,sorted_bam/SRR8346879_sorted.bam,0.00988266,-0.00085559,0.02923232,-0.062082655,SRR8346879,Sister_Glue_GG1_PGT_115283,Type I,Berry,Sister_Glue_GG1_PGT_115283_Type I_Berry_SRR8346879,,_
347,sorted_bam/SRR8346729_sorted.bam,0.019485053,-0.055336894,0.025417067,0.034898785,SRR8346729,Slurricane_PGT_126679,Type I,Berry,Slurricane_PGT_126679_Type I_Berry_SRR8346729,,_
130,sorted_bam/SRR8346512_sorted.bam,-0.007505862,-0.040938296,0.023987553,-0.027026323,SRR8346512,Sour_Diesel_PGT_119500,Type I,Berry,Sour_Diesel_PGT_119500_Type I_Berry_SRR8346512,,_
353,sorted_bam/SRR8346735_sorted.bam,-0.007290302,-0.040939619,0.023990018,-0.026951329,SRR8346735,Sour_Diesel_PGT_119501,Type I,Berry,Sour_Diesel_PGT_119501_Type I_Berry_SRR8346735,,_
1271,sorted_bam/SRR8349328_sorted.bam,-0.019000865,-7.23E-05,0.070694143,-0.004603883,SRR8349328,Sploosh_PGT_193079,Type I,Berry,Sploosh_PGT_193079_Type I_Berry_SRR8349328,,_
223,sorted_bam/SRR8346605_sorted.bam,0.01242697,-0.016328532,0.087744088,0.041268129,SRR8346605,Stem_PGT_115258,Type I,Berry,Stem_PGT_115258_Type I_Berry_SRR8346605,,_
463,sorted_bam/SRR8346845_sorted.bam,-0.000669483,0.010725137,0.022392216,-0.019536087,SRR8346845,Strawberry_Cheesecake_112_PGT_161631,Type I,Berry,Strawberry_Cheesecake_112_PGT_161631_Type I_Berry_SRR8346845,,_
672,sorted_bam/SRR8347054_sorted.bam,-0.01228374,-0.014066724,0.022929877,0.003482008,SRR8347054,Sugar_Calyx_PGT_126648,Type I,Berry,Sugar_Calyx_PGT_126648_Type I_Berry_SRR8347054,,_
670,sorted_bam/SRR8347052_sorted.bam,0.009188704,0.012790278,0.086375206,0.034701778,SRR8347052,Sunset_Sherbert_PGT_126687,Type I,Berry,Sunset_Sherbert_PGT_126687_Type I_Berry_SRR8347052,,_
436,sorted_bam/SRR8346818_sorted.bam,0.009489579,0.012071526,0.090327442,0.033420295,SRR8346818,Sunset_Sherbert_PGT_147510,Type I,Berry,Sunset_Sherbert_PGT_147510_Type I_Berry_SRR8346818,,_
1014,sorted_bam/SRR8349071_sorted.bam,0.010856006,0.037924993,0.068942417,-0.005416462,SRR8349071,Sunset_Sherbert_PGT_53965,Type I,Berry,Sunset_Sherbert_PGT_53965_Type I_Berry_SRR8349071,,_
1223,sorted_bam/SRR8349280_sorted.bam,-0.016805115,0.035905889,0.026877063,-0.012046359,SRR8349280,Tangieland_PGT_20098,Type I,Berry,Tangieland_PGT_20098_Type I_Berry_SRR8349280,,_
1212,sorted_bam/SRR8349269_sorted.bam,-0.014685335,0.034296374,0.024984426,-0.012686991,SRR8349269,Tangieland_PGT_33822,Type I,Berry,Tangieland_PGT_33822_Type I_Berry_SRR8349269,,_
282,sorted_bam/SRR8346664_sorted.bam,-0.003910132,0.014298409,0.124201247,0.004416353,SRR8346664,Tony_Clifton_PGT_102333,Type I,Berry,Tony_Clifton_PGT_102333_Type I_Berry_SRR8346664,,_
278,sorted_bam/SRR8346660_sorted.bam,0.02698812,-0.035199689,0.039858419,0.002995059,SRR8346660,Tora_Bora_PakxAF_PGT_102337,Type I,Berry,Tora_Bora_PakxAF_PGT_102337_Type I_Berry_SRR8346660,,_
683,sorted_bam/SRR8347065_sorted.bam,-0.003568724,-0.026599749,0.108440598,-0.039125836,SRR8347065,Triangle_Mints_PGT_115309,Type I,Berry,Triangle_Mints_PGT_115309_Type I_Berry_SRR8347065,,_
805,sorted_bam/SRR8347187_sorted.bam,-0.008553908,0.016189283,0.063066178,-0.003495926,SRR8347187,Tropicana_Cookies_PGT_112182,Type I,Berry,Tropicana_Cookies_PGT_112182_Type I_Berry_SRR8347187,,_
965,sorted_bam/SRR8349022_sorted.bam,-0.019175222,0.005547196,0.074085365,-0.031134415,SRR8349022,Tropicana_Cookies_PGT_198239,Type I,Berry,Tropicana_Cookies_PGT_198239_Type I_Berry_SRR8349022,,_
561,sorted_bam/SRR8346943_sorted.bam,-0.019153096,-0.044912642,-0.000982782,-0.041695929,SRR8346943,Uncle_Fester_Skunk18_PGT_147534,Type I,Berry,Uncle_Fester_Skunk18_PGT_147534_Type I_Berry_SRR8346943,,_
80,sorted_bam/SRR8346462_sorted.bam,-0.01103184,-0.016016274,0.045993401,0.042377224,SRR8346462,unknown_PGT_102320,Type I,Berry,unknown_PGT_102320_Type I_Berry_SRR8346462,,_
1105,sorted_bam/SRR8349162_sorted.bam,-0.000623824,-0.011169528,0.052132652,-0.022029466,SRR8349162,Velvet_Sunrise_5_PGT_198223,Type I,Berry,Velvet_Sunrise_5_PGT_198223_Type I_Berry_SRR8349162,,_
796,sorted_bam/SRR8347178_sorted.bam,0.04344231,0.000869377,0.043745623,-0.006571917,SRR8347178,Vino_OG_1_PGT_112204,Type I,Berry,Vino_OG_1_PGT_112204_Type I_Berry_SRR8347178,,_
688,sorted_bam/SRR8347070_sorted.bam,0.010449246,0.011195961,0.089405205,0.03124205,SRR8347070,Vino_OG_2_PGT_112255,Type I,Berry,Vino_OG_2_PGT_112255_Type I_Berry_SRR8347070,,_
128,sorted_bam/SRR8346510_sorted.bam,0.043355335,0.00305378,0.042247188,-0.006323451,SRR8346510,Vino_OG_3_PGT_112250,Type I,Berry,Vino_OG_3_PGT_112250_Type I_Berry_SRR8346510,,_
795,sorted_bam/SRR8347177_sorted.bam,0.023115639,0.032644902,0.026104475,0.005744048,SRR8347177,White_Fire_43_PGT_112203,Type I,Berry,White_Fire_43_PGT_112203_Type I_Berry_SRR8347177,,_
159,sorted_bam/SRR8346541_sorted.bam,0.029920926,0.010333761,0.050588868,0.044827764,SRR8346541,White_Tahoe_Cookie_PGT_15516,Type I,Berry,White_Tahoe_Cookie_PGT_15516_Type I_Berry_SRR8346541,,_
1202,sorted_bam/SRR8349259_sorted.bam,0.001188203,0.02541712,0.13114459,0.000290183,SRR8349259,White_Tahoe_Cookie_PGT_88224,Type I,Berry,White_Tahoe_Cookie_PGT_88224_Type I_Berry_SRR8349259,,_
1310,sorted_bam/SRR8349367_sorted.bam,9.20E-51,-3.65E-50,-5.16E-51,1.39E-48,SRR8349367,YLIFE_PGT_53811,Type I,Berry,YLIFE_PGT_53811_Type I_Berry_SRR8349367,,_
741,sorted_bam/SRR8347123_sorted.bam,0.021554238,-0.003568566,-0.013260843,0.085064221,SRR8347123,Zkittlez_PGT_108256,Type I,Berry,Zkittlez_PGT_108256_Type I_Berry_SRR8347123,,_
603,sorted_bam/SRR8346985_sorted.bam,0.019893012,-0.00258744,-0.014418539,0.082436173,SRR8346985,Zkittlez_PGT_126706,Type I,Berry,Zkittlez_PGT_126706_Type I_Berry_SRR8346985,,_
404,sorted_bam/SRR8346786_sorted.bam,0.020059776,-0.002411504,-0.013923612,0.08194856,SRR8346786,Zkittlez_PGT_15520,Type I,Berry,Zkittlez_PGT_15520_Type I_Berry_SRR8346786,,_
1222,sorted_bam/SRR8349279_sorted.bam,0.021396311,-0.002115074,-0.013624924,0.083420083,SRR8349279,Zkittlez_PGT_20143,Type I,Berry,Zkittlez_PGT_20143_Type I_Berry_SRR8349279,,_
179,sorted_bam/SRR8346561_sorted.bam,0.011506435,-0.032216922,0.012354183,0.030324113,SRR8346561,Zkittlez_BX_PGT_126702,Type I,Berry,Zkittlez_BX_PGT_126702_Type I_Berry_SRR8346561,,_
1294,sorted_bam/SRR8349351_sorted.bam,0.019395119,-0.031529484,0.108681668,-0.013222111,SRR8349351,Zookies_PGT_198179,Type I,Berry,Zookies_PGT_198179_Type I_Berry_SRR8349351,,_
57,sorted_bam/SRR8346439_sorted.bam,0.004712153,-0.031692986,0.027385442,0.023638217,SRR8346439,Zurple_Punch_PGT_126681,Type I,Berry,Zurple_Punch_PGT_126681_Type I_Berry_SRR8346439,,_
275,sorted_bam/SRR8346657_sorted.bam,-0.027757851,-0.024468008,-0.028695962,-0.00107039,SRR8346657,AC_DC_PGT_102336,Type III,CBD,AC_DC_PGT_102336_Type III_CBD_SRR8346657,,_
214,sorted_bam/SRR8346596_sorted.bam,-0.028903093,-0.022112493,-0.028153598,6.79E-05,SRR8346596,AC_DC_PGT_115333,Type III,CBD,AC_DC_PGT_115333_Type III_CBD_SRR8346596,,_
888,sorted_bam/SRR8347270_sorted.bam,-0.029234512,-0.023307605,-0.026958125,-0.000855163,SRR8347270,AC_DC_PGT_180625,Type III,CBD,AC_DC_PGT_180625_Type III_CBD_SRR8347270,,_
1020,sorted_bam/SRR8349077_sorted.bam,-0.028814789,-0.022645204,-0.028535655,-0.000533031,SRR8349077,AC_DC_PGT_54021,Type III,CBD,AC_DC_PGT_54021_Type III_CBD_SRR8349077,,_
1340,sorted_bam/SRR8349397_sorted.bam,-0.032350156,-0.024434122,-0.023131316,0.012645591,SRR8349397,AC_DC_HQ_II_PGT_33829,Type III,CBD,AC_DC_HQ_II_PGT_33829_Type III_CBD_SRR8349397,,_
1337,sorted_bam/SRR8349394_sorted.bam,-0.03318002,-0.024441279,-0.023591054,0.014371836,SRR8349394,AC_DC_HQ_III_PGT_33828,Type III,CBD,AC_DC_HQ_III_PGT_33828_Type III_CBD_SRR8349394,,_
783,sorted_bam/SRR8347165_sorted.bam,-0.029779301,-0.022041943,-0.026850986,0.002863019,SRR8347165,ACDC_PGT_147500,Type III,CBD,ACDC_PGT_147500_Type III_CBD_SRR8347165,,_
191,sorted_bam/SRR8346573_sorted.bam,-0.042201865,-0.003968883,-0.016051538,-0.016094046,SRR8346573,ACDC_Male_PGT_180600,Type III,CBD,ACDC_Male_PGT_180600_Type III_CBD_SRR8346573,,_
406,sorted_bam/SRR8346788_sorted.bam,-0.017454144,3.72E-05,-0.013736809,0.024162425,SRR8346788,Alaska_PGT_179985,Type III,CBD,Alaska_PGT_179985_Type III_CBD_SRR8346788,,_
14,sorted_bam/SRR8346396_sorted.bam,-0.026152988,-0.030322459,-0.028290104,0.001500865,SRR8346396,Avidekel_PGT_179991,Type III,CBD,Avidekel_PGT_179991_Type III_CBD_SRR8346396,,_
188,sorted_bam/SRR8346570_sorted.bam,-0.018578289,-0.013372125,-0.013914269,0.021423481,SRR8346570,Bruce_Perlowin_NC_1_PGT_180603,Type III,CBD,Bruce_Perlowin_NC_1_PGT_180603_Type III_CBD_SRR8346570,,_
189,sorted_bam/SRR8346571_sorted.bam,-0.012070772,-0.01559092,-0.000688829,0.014278417,SRR8346571,Bruce_Perlowin_NC_2_PGT_180602,Type III,CBD,Bruce_Perlowin_NC_2_PGT_180602_Type III_CBD_SRR8346571,,_
520,sorted_bam/SRR8346902_sorted.bam,0.032899879,-0.023453673,-0.011375896,0.005218308,SRR8346902,Bubba_Kush_PGT_115324,Type III,CBD,Bubba_Kush_PGT_115324_Type III_CBD_SRR8346902,,_
559,sorted_bam/SRR8346941_sorted.bam,-0.025752335,-0.0221241,-0.025680519,0.006232156,SRR8346941,C_W_PGT_180623,Type III,CBD,C_W_PGT_180623_Type III_CBD_SRR8346941,,_
518,sorted_bam/SRR8346900_sorted.bam,-0.016541892,-0.009062168,-0.022759935,-0.019254191,SRR8346900,Canna_Tsu_PGT_115326,Type III,CBD,Canna_Tsu_PGT_115326_Type III_CBD_SRR8346900,,_
553,sorted_bam/SRR8346935_sorted.bam,-0.015018294,-0.002749166,-0.017599706,0.025856047,SRR8346935,Cannatonic_PGT_161691,Type III,CBD,Cannatonic_PGT_161691_Type III_CBD_SRR8346935,,_
562,sorted_bam/SRR8346944_sorted.bam,-0.025953866,-0.010107257,-0.023935418,-0.012766753,SRR8346944,Cannatonic_PGT_180618,Type III,CBD,Cannatonic_PGT_180618_Type III_CBD_SRR8346944,,_
1207,sorted_bam/SRR8349264_sorted.bam,-0.030095016,-0.015144966,-0.030800695,-0.020136479,SRR8349264,Cannatonic_PGT_20163,Type III,CBD,Cannatonic_PGT_20163_Type III_CBD_SRR8349264,,_
1178,sorted_bam/SRR8349235_sorted.bam,-0.035520882,-0.005405366,-0.003706782,0.019779564,SRR8349235,Cannatsujah_13_PGT_20137,Type III,CBD,Cannatsujah_13_PGT_20137_Type III_CBD_SRR8349235,,_
995,sorted_bam/SRR8349052_sorted.bam,-0.038552798,-0.004303917,2.83E-05,0.016918952,SRR8349052,Cannatsujah_4_PGT_20139,Type III,CBD,Cannatsujah_4_PGT_20139_Type III_CBD_SRR8349052,,_
1297,sorted_bam/SRR8349354_sorted.bam,-0.031579262,-0.014441933,-0.019809034,-0.010553303,SRR8349354,Cannatsujah_1_PGT_20128,Type III,CBD,Cannatsujah_1_PGT_20128_Type III_CBD_SRR8349354,,_
1001,sorted_bam/SRR8349058_sorted.bam,-0.02687693,-0.024973994,-0.009496919,-0.007147683,SRR8349058,Cannatsujah_10_PGT_20133,Type III,CBD,Cannatsujah_10_PGT_20133_Type III_CBD_SRR8349058,,_
535,sorted_bam/SRR8346917_sorted.bam,-0.036099342,0.00099642,-0.024412686,0.027173997,SRR8346917,CBD_PGT_179994,Type III,CBD,CBD_PGT_179994_Type III_CBD_SRR8346917,,_
747,sorted_bam/SRR8347129_sorted.bam,-0.038701053,0.029409404,-0.014648158,0.041085921,SRR8347129,CBD_Critical_Mass_PGT_105056,Type III,CBD,CBD_Critical_Mass_PGT_105056_Type III_CBD_SRR8347129,,_
572,sorted_bam/SRR8346954_sorted.bam,-0.04013091,0.009580397,-0.024721581,0.023747477,SRR8346954,CBD_Critical_Mass_PGT_132705,Type III,CBD,CBD_Critical_Mass_PGT_132705_Type III_CBD_SRR8346954,,_
325,sorted_bam/SRR8346707_sorted.bam,-0.023515669,0.03909257,0.010705277,0.033526618,SRR8346707,CBD_Critical_Mass_PGT_179983,Type III,CBD,CBD_Critical_Mass_PGT_179983_Type III_CBD_SRR8346707,,_
922,sorted_bam/SRR8347304_sorted.bam,-0.029910674,0.024724365,-0.010385329,0.034704649,SRR8347304,CBD_Skunk_Haze_PGT_161699,Type III,CBD,CBD_Skunk_Haze_PGT_161699_Type III_CBD_SRR8347304,,_
411,sorted_bam/SRR8346793_sorted.bam,-0.01276846,0.016785198,-0.016854607,0.001612163,SRR8346793,CBDiesel_PGT_102358,Type III,CBD,CBDiesel_PGT_102358_Type III_CBD_SRR8346793,,_
95,sorted_bam/SRR8346477_sorted.bam,-0.029283988,-0.018726344,-0.023967794,-0.032627925,SRR8346477,CBW_Red_PGT_180584,Type III,CBD,CBW_Red_PGT_180584_Type III_CBD_SRR8346477,,_
218,sorted_bam/SRR8346600_sorted.bam,-0.040111438,-0.007215239,-0.03057694,-0.025847556,SRR8346600,Cenarius_PGT_115337,Type III,CBD,Cenarius_PGT_115337_Type III_CBD_SRR8346600,,_
1326,sorted_bam/SRR8349383_sorted.bam,-0.03432108,-0.009574274,-0.018924837,-0.009087005,SRR8349383,Charlottes_Web_PGT_88195,Type III,CBD,Charlottes_Web_PGT_88195_Type III_CBD_SRR8349383,,_
657,sorted_bam/SRR8347039_sorted.bam,-0.037550823,-0.02894926,-0.023557606,-0.020399449,SRR8347039,Cherry_Wine_PGT_102329,Type III,CBD,Cherry_Wine_PGT_102329_Type III_CBD_SRR8347039,,_
870,sorted_bam/SRR8347252_sorted.bam,-0.025986798,-0.019191636,-0.016031263,-0.011307366,SRR8347252,Cherry_Wine_PGT_161687,Type III,CBD,Cherry_Wine_PGT_161687_Type III_CBD_SRR8347252,,_
185,sorted_bam/SRR8346567_sorted.bam,-0.015146929,0.002742396,-0.016314237,0.019086585,SRR8346567,Clone_62_CBD_PGT_147497,Type III,CBD,Clone_62_CBD_PGT_147497_Type III_CBD_SRR8346567,,_
1142,sorted_bam/SRR8349199_sorted.bam,-0.028972661,-0.024386276,-0.026355272,0.000208809,SRR8349199,Corazon_PGT_33844,Type III,CBD,Corazon_PGT_33844_Type III_CBD_SRR8349199,,_
389,sorted_bam/SRR8346771_sorted.bam,-0.015382334,0.037697942,0.002795562,0.026371379,SRR8346771,Critical_Cure_PGT_102370,Type III,CBD,Critical_Cure_PGT_102370_Type III_CBD_SRR8346771,,_
1221,sorted_bam/SRR8349278_sorted.bam,-0.015550506,0.037796798,0.005101429,0.028639297,SRR8349278,Critical_Cure_PGT_20157,Type III,CBD,Critical_Cure_PGT_20157_Type III_CBD_SRR8349278,,_
305,sorted_bam/SRR8346687_sorted.bam,-0.026412464,-0.029003264,-0.019679929,-0.024807804,SRR8346687,Dancehall_PGT_15535,Type III,CBD,Dancehall_PGT_15535_Type III_CBD_SRR8346687,,_
306,sorted_bam/SRR8346688_sorted.bam,-0.026914708,-0.029208772,-0.019501464,-0.025470084,SRR8346688,Dancehall_PGT_15536,Type III,CBD,Dancehall_PGT_15536_Type III_CBD_SRR8346688,,_
1181,sorted_bam/SRR8349238_sorted.bam,-0.026410923,-0.013323396,-0.027356443,-0.03987131,SRR8349238,Dirty_Bird_PGT_20136,Type III,CBD,Dirty_Bird_PGT_20136_Type III_CBD_SRR8349238,,_
998,sorted_bam/SRR8349055_sorted.bam,-0.033311909,-0.026547081,-0.024234312,-0.006547957,SRR8349055,Erie_Cascade_OG_PGT_198215,Type III,CBD,Erie_Cascade_OG_PGT_198215_Type III_CBD_SRR8349055,,_
617,sorted_bam/SRR8346999_sorted.bam,-0.012264766,-0.02373872,-0.020658097,0.017218862,SRR8346999,Ezekiel_1_PGT_108302,Type III,CBD,Ezekiel_1_PGT_108302_Type III_CBD_SRR8346999,,_
302,sorted_bam/SRR8346684_sorted.bam,-0.001110195,-0.00754148,-0.015037491,0.035950749,SRR8346684,Farm_PGT_15528,Type III,CBD,Farm_PGT_15528_Type III_CBD_SRR8346684,,_
1067,sorted_bam/SRR8349124_sorted.bam,-0.03913106,0.007112266,-0.024370974,0.024158206,SRR8349124,FKs_CBD_Critical_Mass_PGT_54072,Type III,CBD,FKs_CBD_Critical_Mass_PGT_54072_Type III_CBD_SRR8349124,,_
301,sorted_bam/SRR8346683_sorted.bam,0.000380176,-0.005990773,-0.016203959,0.034024388,SRR8346683,Flower_PGT_15527,Type III,CBD,Flower_PGT_15527_Type III_CBD_SRR8346683,,_
516,sorted_bam/SRR8346898_sorted.bam,-0.026877318,0.014458697,-0.01354095,0.006270248,SRR8346898,Franks_Gift_PGT_115331,Type III,CBD,Franks_Gift_PGT_115331_Type III_CBD_SRR8346898,,_
658,sorted_bam/SRR8347040_sorted.bam,-0.028353223,0.018017549,-0.014535203,0.00800899,SRR8347040,Franks_Gift_PGT_15222,Type III,CBD,Franks_Gift_PGT_15222_Type III_CBD_SRR8347040,,_
1120,sorted_bam/SRR8349177_sorted.bam,-0.033812376,0.036630337,0.005448603,0.039723457,SRR8349177,Freedom_PGT_193180,Type III,CBD,Freedom_PGT_193180_Type III_CBD_SRR8349177,,_
556,sorted_bam/SRR8346938_sorted.bam,0.00427466,-0.014990269,-0.036754632,0.036285747,SRR8346938,Goji_DC_PGT_161692,Type III,CBD,Goji_DC_PGT_161692_Type III_CBD_SRR8346938,,_
579,sorted_bam/SRR8346961_sorted.bam,-0.032146896,-0.019857549,-0.017891754,-0.020593023,SRR8346961,Harle_Tsu_PGT_15506,Type III,CBD,Harle_Tsu_PGT_15506_Type III_CBD_SRR8346961,,_
213,sorted_bam/SRR8346595_sorted.bam,-0.040987337,0.008899201,-0.02303615,0.024077736,SRR8346595,Harlequin_PGT_115336,Type III,CBD,Harlequin_PGT_115336_Type III_CBD_SRR8346595,,_
1159,sorted_bam/SRR8349216_sorted.bam,-0.020699386,-0.014874643,0.014858965,0.013667422,SRR8349216,Harlequinn_GrandDaddy_Purp_PGT_87964,Type III,CBD,Harlequinn_GrandDaddy_Purp_PGT_87964_Type III_CBD_SRR8349216,,_
604,sorted_bam/SRR8346986_sorted.bam,-0.035142278,0.000832807,-0.016278645,0.0373381,SRR8346986,HarleTsu_PGT_126707,Type III,CBD,HarleTsu_PGT_126707_Type III_CBD_SRR8346986,,_
1232,sorted_bam/SRR8349289_sorted.bam,-0.025183176,0.009530191,-0.024527129,0.017429636,SRR8349289,Harley_tsu_PGT_20093,Type III,CBD,Harley_tsu_PGT_20093_Type III_CBD_SRR8349289,,_
184,sorted_bam/SRR8346566_sorted.bam,-0.002785604,-0.006233677,-0.01724799,0.036805571,SRR8346566,Home_1_PGT_15525,Type III,CBD,Home_1_PGT_15525_Type III_CBD_SRR8346566,,_
300,sorted_bam/SRR8346682_sorted.bam,-0.002539916,-0.004580813,-0.01527084,0.037739071,SRR8346682,Home_2_PGT_15526,Type III,CBD,Home_2_PGT_15526_Type III_CBD_SRR8346682,,_
15,sorted_bam/SRR8346397_sorted.bam,-0.034315372,-0.001259741,-0.018725513,-0.009035479,SRR8346397,LA_ConFiDential_PGT_132739,Type III,CBD,LA_ConFiDential_PGT_132739_Type III_CBD_SRR8346397,,_
923,sorted_bam/SRR8347305_sorted.bam,-0.033566774,-0.009386082,-0.032876883,0.009901648,SRR8347305,Lucys_Lion_PGT_161698,Type III,CBD,Lucys_Lion_PGT_161698_Type III_CBD_SRR8347305,,_
194,sorted_bam/SRR8346576_sorted.bam,-0.028494554,-0.023823605,-0.027580573,-0.00197853,SRR8346576,Lucys_Lion_PGT_180597,Type III,CBD,Lucys_Lion_PGT_180597_Type III_CBD_SRR8346576,,_
254,sorted_bam/SRR8346636_sorted.bam,-0.016423275,-0.008819766,-0.016676631,0.019596139,SRR8346636,Marmalade_PGT_147547,Type III,CBD,Marmalade_PGT_147547_Type III_CBD_SRR8346636,,_
1070,sorted_bam/SRR8349127_sorted.bam,-0.002917369,0.019850738,-0.016938796,0.006987248,SRR8349127,MELISSAS_WEB_PGT_88217,Type III,CBD,MELISSAS_WEB_PGT_88217_Type III_CBD_SRR8349127,,_
164,sorted_bam/SRR8346546_sorted.bam,-0.030454154,-0.006068994,-0.022481847,0.035195554,SRR8346546,MJardin_CBD_PGT_15524,Type III,CBD,MJardin_CBD_PGT_15524_Type III_CBD_SRR8346546,,_
523,sorted_bam/SRR8346905_sorted.bam,-0.020721794,0.008282102,-0.007865109,0.021379941,SRR8346905,Old_School_PGT_115329,Type III,CBD,Old_School_PGT_115329_Type III_CBD_SRR8346905,,_
387,sorted_bam/SRR8346769_sorted.bam,-0.012788295,-0.027958688,-0.001885179,-0.015721755,SRR8346769,Panama_Red_PGT_104968,Type III,CBD,Panama_Red_PGT_104968_Type III_CBD_SRR8346769,,_
234,sorted_bam/SRR8346616_sorted.bam,-0.013535224,-0.025823281,-0.001558106,-0.015401741,SRR8346616,Panama_Red_PGT_108338,Type III,CBD,Panama_Red_PGT_108338_Type III_CBD_SRR8346616,,_
1376,sorted_bam/SRR8349433_sorted.bam,-0.033063397,-0.006069027,-0.014519514,0.002993918,SRR8349433,Patience_CBD_PGT_20114,Type III,CBD,Patience_CBD_PGT_20114_Type III_CBD_SRR8349433,,_
